EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,JobRole,MaritalStatus,State,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,LevelofEducation,LevelofJob,JobSatisfaction,PerformanceRating
1190,32,No,Sales,2,Life Sciences,Female,Sales Representative,Divorced,Texas,2827,1,No,12,1,1,0,0,College,Entry Level,Low,Excellent
1060,38,No,Research & Development,3,Other,Male,Research Scientist,Married,Nevada,2821,3,No,16,8,2,2,2,Masters,Entry Level,High,Excellent
705,23,No,Research & Development,4,Medical,Male,Research Scientist,Married,Mississippi,2819,2,No,16,5,3,2,0,Bachelors,Entry Level,Low,Excellent
874,44,No,Research & Development,8,Life Sciences,Male,Laboratory Technician,Married,Kansas,2818,2,Yes,24,10,3,2,0,Masters,Entry Level,Very High,Outstanding
1605,22,No,Research & Development,26,Other,Female,Research Scientist,Married,Maryland,2814,1,Yes,14,4,4,2,1,College,Entry Level,High,Excellent
1001,27,No,Research & Development,16,Technical Degree,Female,Laboratory Technician,Married,Alabama,2811,9,No,14,4,2,2,2,Masters,Entry Level,Medium,Excellent
1949,36,No,Research & Development,9,Life Sciences,Male,Laboratory Technician,Married,Vermont,2810,1,No,22,5,5,4,0,Masters,Entry Level,Medium,Outstanding
2048,40,No,Research & Development,2,Life Sciences,Male,Research Scientist,Single,Missouri,2809,2,No,14,8,2,2,2,Masters,Entry Level,High,Excellent
1865,29,No,Human Resources,6,Medical,Male,Human Resources,Married,New Mexico,2804,1,No,11,1,1,0,0,College,Entry Level,Medium,Excellent
896,29,Yes,Sales,1,Medical,Female,Sales Representative,Divorced,Montana,2800,6,Yes,19,5,3,2,0,Bachelors,Entry Level,High,Excellent
939,33,No,Research & Development,1,Other,Male,Research Scientist,Single,Maryland,2799,3,Yes,11,6,3,2,0,Masters,Entry Level,Low,Excellent
911,32,Yes,Research & Development,25,Life Sciences,Male,Laboratory Technician,Single,Florida,2795,1,Yes,24,1,1,0,0,Masters,Entry Level,Very High,Outstanding
359,32,No,Research & Development,7,Life Sciences,Male,Laboratory Technician,Married,South Dakota,2794,1,No,20,5,5,1,0,Bachelors,Entry Level,Medium,Outstanding
311,37,No,Sales,4,Marketing,Male,Sales Representative,Divorced,Oregon,2793,4,No,17,13,9,8,5,Masters,Entry Level,Very High,Excellent
1135,31,No,Sales,20,Life Sciences,Male,Sales Representative,Married,Michigan,2791,0,No,12,3,2,2,2,Bachelors,Entry Level,Very High,Excellent
399,31,No,Sales,5,Marketing,Female,Sales Representative,Divorced,Utah,2789,1,No,11,2,2,2,2,Bachelors,Entry Level,Medium,Excellent
1379,31,Yes,Sales,2,Life Sciences,Female,Sales Representative,Single,Ohio,2785,7,No,14,3,1,0,0,Bachelors,Entry Level,Very High,Excellent
1657,20,No,Sales,2,Medical,Female,Sales Representative,Single,Missouri,2783,1,No,19,2,2,2,2,Bachelors,Entry Level,High,Excellent
802,37,No,Research & Development,10,Life Sciences,Female,Research Scientist,Divorced,Georgia,2782,0,Yes,13,6,5,3,4,College,Entry Level,Low,Excellent
1999,41,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,South Dakota,2782,3,No,22,12,5,3,1,Bachelors,Entry Level,Very High,Outstanding
1238,33,No,Research & Development,9,Medical,Male,Research Scientist,Married,South Dakota,2781,0,No,13,15,14,10,4,Bachelors,Entry Level,Very High,Excellent
927,41,Yes,Research & Development,2,Life Sciences,Female,Laboratory Technician,Divorced,Washington,2778,4,Yes,13,10,7,7,1,Masters,Entry Level,Very High,Excellent
150,24,No,Research & Development,18,Life Sciences,Male,Laboratory Technician,Married,Utah,2774,0,No,12,6,5,3,1,College,Entry Level,High,Excellent
675,22,No,Research & Development,6,Medical,Male,Research Scientist,Married,Arizona,2773,0,No,20,3,2,2,2,College,Entry Level,High,Outstanding
579,34,No,Research & Development,2,Life Sciences,Male,Research Scientist,Divorced,Wyoming,2768,3,No,12,14,7,3,5,Masters,Entry Level,High,Excellent
1768,42,No,Research & Development,12,Medical,Male,Laboratory Technician,Divorced,North Carolina,2766,8,No,22,7,5,3,0,Bachelors,Entry Level,Medium,Outstanding
1752,29,Yes,Sales,9,Marketing,Female,Sales Representative,Single,Missouri,2760,1,No,13,2,2,2,2,Bachelors,Entry Level,Medium,Excellent
752,42,Yes,Research & Development,19,Medical,Male,Research Scientist,Divorced,Wisconsin,2759,6,Yes,12,7,2,2,2,Bachelors,Entry Level,High,Excellent
252,33,No,Research & Development,14,Medical,Female,Research Scientist,Married,Virginia,2756,1,No,13,8,8,7,1,Bachelors,Entry Level,Medium,Excellent
1042,36,Yes,Research & Development,16,Life Sciences,Female,Laboratory Technician,Single,New Mexico,2743,1,No,16,18,17,13,15,Masters,Entry Level,Low,Excellent
1234,32,No,Research & Development,13,Other,Female,Laboratory Technician,Married,Colorado,2743,1,No,20,2,2,2,2,Bachelors,Entry Level,Medium,Outstanding
1467,34,Yes,Human Resources,9,Technical Degree,Female,Human Resources,Married,Louisiana,2742,1,No,15,2,2,2,2,Masters,Entry Level,High,Excellent
281,40,No,Research & Development,19,Medical,Male,Laboratory Technician,Married,New York,2741,8,Yes,15,15,7,2,3,College,Intermediate,Very High,Excellent
608,26,Yes,Human Resources,17,Life Sciences,Female,Human Resources,Divorced,New Mexico,2741,0,Yes,11,8,7,7,1,Masters,Entry Level,High,Excellent
1221,36,No,Research & Development,6,Life Sciences,Male,Laboratory Technician,Divorced,New Jersey,2741,1,No,14,7,7,7,1,Masters,Entry Level,High,Excellent
1680,20,No,Sales,9,Life Sciences,Male,Sales Representative,Single,Nebraska,2728,1,No,11,2,2,2,0,College,Entry Level,Low,Excellent
639,24,No,Research & Development,23,Medical,Male,Research Scientist,Married,Mississippi,2725,1,Yes,11,6,6,5,1,Bachelors,Entry Level,Very High,Excellent
353,51,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,Wisconsin,2723,1,No,11,1,1,0,0,Bachelors,Entry Level,Very High,Excellent
198,30,No,Research & Development,2,Medical,Male,Laboratory Technician,Single,Mississippi,2720,0,No,13,6,5,3,1,College,Entry Level,Very High,Excellent
710,29,No,Research & Development,1,Life Sciences,Male,Research Scientist,Divorced,Nebraska,2720,1,No,18,10,10,7,2,Masters,Entry Level,Very High,Excellent
1764,32,No,Research & Development,5,Technical Degree,Male,Research Scientist,Single,Indiana,2718,2,No,14,12,7,7,0,Masters,Entry Level,Medium,Excellent
494,21,Yes,Sales,12,Life Sciences,Female,Sales Representative,Single,South Dakota,2716,1,No,15,1,1,0,0,Bachelors,Entry Level,Medium,Excellent
221,28,No,Research & Development,21,Medical,Male,Research Scientist,Married,Illinois,2713,1,No,11,5,5,2,0,Bachelors,Entry Level,Very High,Excellent
328,33,Yes,Research & Development,2,Life Sciences,Female,Laboratory Technician,Married,Washington,2707,7,No,20,13,9,7,1,College,Entry Level,Low,Outstanding
1858,28,No,Human Resources,1,Life Sciences,Male,Human Resources,Divorced,Pennsylvania,2706,1,No,15,3,3,2,2,College,Entry Level,Very High,Excellent
1826,35,No,Research & Development,23,Medical,Male,Laboratory Technician,Married,Missouri,2705,0,No,16,6,5,4,0,Masters,Entry Level,High,Excellent
94,29,No,Research & Development,2,Life Sciences,Male,Research Scientist,Married,Rhode Island,2703,0,No,23,6,5,4,0,Bachelors,Entry Level,Medium,Outstanding
1154,28,No,Research & Development,6,Life Sciences,Male,Research Scientist,Divorced,Kansas,2703,1,Yes,14,3,3,1,0,Bachelors,Entry Level,High,Excellent
824,29,No,Research & Development,23,Life Sciences,Male,Research Scientist,Married,Alaska,2700,1,No,24,10,10,7,0,College,Entry Level,High,Outstanding
470,42,No,Human Resources,2,Technical Degree,Male,Human Resources,Divorced,Utah,2696,0,Yes,11,4,3,2,1,College,Entry Level,High,Excellent
426,31,No,Research & Development,2,Life Sciences,Male,Research Scientist,Divorced,Louisiana,2695,0,Yes,18,3,2,2,2,Masters,Entry Level,Very High,Excellent
812,24,No,Research & Development,9,Life Sciences,Male,Laboratory Technician,Divorced,Alabama,2694,1,No,11,1,1,0,0,Bachelors,Entry Level,Medium,Excellent
11,30,No,Research & Development,24,Life Sciences,Male,Laboratory Technician,Divorced,Maine,2693,1,No,22,1,1,0,0,College,Entry Level,High,Outstanding
923,21,Yes,Research & Development,18,Other,Female,Research Scientist,Single,New Mexico,2693,1,No,19,1,1,0,0,College,Entry Level,Very High,Excellent
683,34,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,Iowa,2691,1,No,12,10,10,9,8,Doctorate,Entry Level,Very High,Excellent
1601,35,No,Research & Development,7,Life Sciences,Male,Laboratory Technician,Married,Idaho,2690,1,No,18,1,1,0,0,College,Entry Level,Very High,Excellent
780,33,Yes,Research & Development,1,Other,Male,Research Scientist,Single,Washington,2686,1,Yes,13,10,10,9,7,Masters,Entry Level,Very High,Excellent
1006,38,No,Research & Development,10,Medical,Male,Research Scientist,Married,Ohio,2684,0,No,17,3,2,1,0,College,Entry Level,High,Excellent
47,50,Yes,Sales,3,Marketing,Male,Sales Representative,Married,New Hampshire,2683,1,Yes,14,3,3,2,0,College,Entry Level,High,Excellent
1780,21,Yes,Sales,7,Marketing,Male,Sales Representative,Single,Ohio,2679,1,No,13,1,1,0,1,College,Entry Level,Medium,Excellent
1226,20,No,Sales,21,Marketing,Male,Sales Representative,Single,Vermont,2678,1,No,17,2,2,1,2,Bachelors,Entry Level,Very High,Excellent
10,59,No,Research & Development,3,Medical,Female,Laboratory Technician,Married,South Dakota,2670,4,Yes,20,12,1,0,0,Bachelors,Entry Level,Low,Outstanding
1873,55,No,Research & Development,2,Technical Degree,Male,Research Scientist,Married,Oklahoma,2662,8,No,20,19,5,2,0,Masters,Entry Level,Very High,Outstanding
18,34,No,Research & Development,19,Medical,Male,Laboratory Technician,Divorced,California,2661,0,No,11,3,2,2,1,College,Entry Level,Very High,Excellent
2003,35,No,Research & Development,11,Medical,Male,Laboratory Technician,Married,Alaska,2660,7,Yes,11,5,2,2,2,Masters,Entry Level,High,Excellent
686,26,No,Research & Development,6,Life Sciences,Female,Laboratory Technician,Married,Arizona,2659,1,Yes,13,3,3,2,0,Bachelors,Entry Level,Very High,Excellent
297,30,Yes,Research & Development,3,Technical Degree,Female,Research Scientist,Single,Nevada,2657,5,Yes,11,8,5,2,0,Bachelors,Entry Level,Low,Excellent
493,31,No,Research & Development,9,Life Sciences,Male,Research Scientist,Single,Georgia,2657,0,Yes,16,3,2,2,2,Masters,Entry Level,Medium,Excellent
1691,48,Yes,Sales,7,Medical,Female,Sales Representative,Married,South Dakota,2655,2,Yes,11,19,9,7,7,College,Entry Level,High,Excellent
544,45,No,Research & Development,10,Life Sciences,Male,Research Scientist,Married,New York,2654,3,No,21,8,2,2,0,College,Entry Level,Very High,Outstanding
1982,23,No,Research & Development,12,Other,Male,Laboratory Technician,Single,Nevada,2647,1,No,13,5,5,2,1,College,Entry Level,Very High,Excellent
46,43,No,Research & Development,2,Medical,Female,Research Scientist,Divorced,Virginia,2645,1,No,12,6,5,3,1,College,Entry Level,High,Excellent
1556,36,No,Sales,2,Life Sciences,Male,Sales Representative,Single,Michigan,2644,3,Yes,21,7,3,2,1,Masters,Entry Level,Very High,Outstanding
749,29,No,Sales,10,Life Sciences,Male,Sales Representative,Single,Mississippi,2642,1,No,11,1,1,0,0,Bachelors,Entry Level,High,Excellent
194,30,No,Research & Development,18,Life Sciences,Female,Research Scientist,Single,Oregon,2632,1,No,14,5,5,4,0,Bachelors,Entry Level,High,Excellent
1279,21,Yes,Research & Development,10,Life Sciences,Female,Laboratory Technician,Single,New York,2625,1,No,20,2,2,2,2,College,Entry Level,High,Outstanding
305,33,No,Research & Development,4,Medical,Female,Research Scientist,Married,Colorado,2622,6,No,21,7,3,2,1,Masters,Entry Level,Medium,Outstanding
662,38,No,Research & Development,1,Life Sciences,Female,Research Scientist,Single,Pennsylvania,2619,3,No,17,8,0,0,0,College,Entry Level,Low,Excellent
159,30,No,Research & Development,23,Life Sciences,Male,Research Scientist,Divorced,Massachusetts,2613,1,No,25,10,10,7,0,Bachelors,Entry Level,High,Outstanding
484,21,No,Sales,9,Medical,Male,Sales Representative,Single,Texas,2610,1,No,24,3,3,2,2,College,Entry Level,Very High,Outstanding
1160,31,Yes,Research & Development,15,Medical,Male,Laboratory Technician,Married,Iowa,2610,1,No,12,2,2,2,2,Bachelors,Entry Level,High,Excellent
1382,38,No,Research & Development,7,Life Sciences,Male,Research Scientist,Divorced,Arizona,2610,1,No,11,4,4,2,0,Bachelors,Entry Level,High,Excellent
1016,20,Yes,Research & Development,11,Medical,Female,Research Scientist,Single,Ohio,2600,1,Yes,15,1,1,0,0,Bachelors,Entry Level,Low,Excellent
1111,28,Yes,Research & Development,1,Medical,Male,Laboratory Technician,Divorced,North Carolina,2596,1,No,15,1,1,0,0,Bachelors,Entry Level,Medium,Excellent
351,42,No,Research & Development,2,Medical,Female,Laboratory Technician,Divorced,Florida,2593,0,Yes,11,10,9,6,7,Bachelors,Entry Level,Low,Excellent
1805,38,No,Human Resources,2,Human Resources,Male,Human Resources,Divorced,New Mexico,2592,5,No,13,13,11,10,3,Bachelors,Entry Level,Medium,Excellent
1674,49,No,Research & Development,16,Medical,Female,Laboratory Technician,Divorced,Kansas,2587,4,Yes,16,17,2,2,2,Bachelors,Entry Level,Low,Excellent
1907,56,Yes,Research & Development,24,Life Sciences,Male,Laboratory Technician,Single,Pennsylvania,2587,1,No,16,5,4,2,1,College,Entry Level,Very High,Excellent
1265,34,No,Research & Development,20,Technical Degree,Female,Research Scientist,Married,North Carolina,2585,0,No,17,2,1,0,0,Bachelors,Entry Level,High,Excellent
1648,27,No,Research & Development,2,Medical,Male,Research Scientist,Single,West Virginia,2580,2,No,13,6,4,2,1,Bachelors,Entry Level,Very High,Excellent
666,34,No,Sales,14,Technical Degree,Female,Sales Representative,Divorced,Kansas,2579,1,Yes,18,8,8,2,0,Bachelors,Entry Level,High,Excellent
517,42,No,Research & Development,1,Life Sciences,Female,Laboratory Technician,Divorced,Indiana,2576,3,No,16,8,5,2,1,Masters,Entry Level,Low,Excellent
805,35,No,Sales,8,Life Sciences,Female,Sales Representative,Married,Rhode Island,2572,1,No,16,3,3,2,0,Masters,Entry Level,Very High,Excellent
2061,36,No,Research & Development,23,Medical,Male,Laboratory Technician,Married,Iowa,2571,4,No,17,17,5,2,0,College,Intermediate,Very High,Excellent
1693,26,No,Research & Development,7,Medical,Male,Laboratory Technician,Single,Mississippi,2570,1,No,20,7,7,7,5,Bachelors,Entry Level,Very High,Outstanding
224,27,No,Research & Development,3,Medical,Male,Research Scientist,Divorced,North Carolina,2566,1,Yes,15,1,1,1,0,Bachelors,Entry Level,High,Excellent
566,19,Yes,Human Resources,2,Technical Degree,Male,Human Resources,Single,Idaho,2564,1,No,12,1,1,0,0,College,Entry Level,Very High,Excellent
571,30,No,Research & Development,2,Medical,Female,Laboratory Technician,Single,Minnesota,2564,0,No,14,12,11,7,6,Bachelors,Entry Level,Very High,Excellent
1504,28,Yes,Research & Development,2,Medical,Male,Laboratory Technician,Single,Oklahoma,2561,7,No,11,8,0,0,0,College,Entry Level,Low,Excellent
856,35,No,Research & Development,27,Medical,Female,Research Scientist,Single,North Carolina,2559,1,No,11,6,6,5,1,College,Entry Level,Low,Excellent
913,44,No,Research & Development,9,Life Sciences,Male,Research Scientist,Married,Delaware,2559,1,Yes,13,8,8,7,7,College,Entry Level,Low,Excellent
1258,48,No,Research & Development,2,Technical Degree,Male,Laboratory Technician,Single,South Dakota,2559,5,No,11,7,1,0,0,College,Entry Level,Medium,Excellent
838,34,No,Research & Development,16,Life Sciences,Female,Research Scientist,Single,New York,2553,1,No,16,6,5,2,1,Masters,Entry Level,Very High,Excellent
1193,19,No,Research & Development,9,Life Sciences,Male,Research Scientist,Single,Connecticut,2552,1,No,25,1,1,1,0,College,Entry Level,Low,Outstanding
565,29,Yes,Research & Development,25,Technical Degree,Female,Research Scientist,Married,Alabama,2546,5,No,16,6,2,2,1,Doctorate,Entry Level,Medium,Excellent
1918,26,No,Research & Development,6,Other,Male,Laboratory Technician,Married,Hawaii,2544,0,No,18,8,7,7,7,Bachelors,Entry Level,Very High,Excellent
501,36,No,Research & Development,2,Life Sciences,Female,Research Scientist,Married,New York,2543,4,No,13,6,2,2,2,Bachelors,Entry Level,High,Excellent
1162,27,No,Research & Development,6,Life Sciences,Male,Research Scientist,Married,North Dakota,2539,1,No,13,4,4,2,2,Bachelors,Entry Level,High,Excellent
1364,27,No,Sales,11,Medical,Female,Sales Representative,Married,Rhode Island,2534,8,No,14,5,1,0,0,Bachelors,Entry Level,Very High,Excellent
912,29,No,Research & Development,7,Medical,Female,Laboratory Technician,Divorced,Maine,2532,6,No,14,8,4,3,0,College,Entry Level,Very High,Excellent
169,22,No,Research & Development,2,Technical Degree,Male,Laboratory Technician,Married,Ohio,2523,0,No,14,3,2,1,2,College,Entry Level,Very High,Excellent
958,36,No,Research & Development,2,Medical,Male,Laboratory Technician,Single,Mississippi,2519,4,No,21,16,11,8,3,Masters,Entry Level,High,Outstanding
1259,27,No,Research & Development,4,Life Sciences,Male,Research Scientist,Divorced,Pennsylvania,2517,1,No,11,5,5,3,0,College,Entry Level,High,Excellent
875,42,No,Research & Development,2,Medical,Male,Research Scientist,Single,Missouri,2515,5,Yes,14,8,2,1,2,College,Entry Level,Very High,Excellent
1175,28,Yes,Research & Development,12,Life Sciences,Female,Laboratory Technician,Married,Pennsylvania,2515,1,Yes,11,1,1,1,0,College,Entry Level,Very High,Excellent
1120,29,No,Research & Development,28,Life Sciences,Female,Research Scientist,Divorced,Louisiana,2514,4,No,22,11,7,5,1,Masters,Entry Level,Very High,Outstanding
826,35,No,Research & Development,1,Life Sciences,Female,Research Scientist,Single,Maryland,2506,3,No,13,7,2,2,2,Masters,Entry Level,High,Excellent
95,31,No,Research & Development,1,Medical,Male,Research Scientist,Single,Louisiana,2501,1,No,17,1,1,1,1,Masters,Entry Level,Medium,Excellent
242,33,No,Research & Development,2,Life Sciences,Male,Research Scientist,Single,Iowa,2500,0,No,14,4,3,1,0,Bachelors,Entry Level,Very High,Excellent
758,23,No,Research & Development,9,Medical,Male,Laboratory Technician,Married,Iowa,2500,1,No,14,5,4,3,0,College,Entry Level,Low,Excellent
39,33,No,Research & Development,2,Medical,Male,Laboratory Technician,Single,West Virginia,2496,4,No,11,7,1,1,0,Bachelors,Entry Level,Very High,Excellent
977,58,Yes,Research & Development,2,Technical Degree,Male,Research Scientist,Single,Louisiana,2479,4,No,24,7,1,0,0,Bachelors,Entry Level,High,Outstanding
434,27,No,Research & Development,5,Life Sciences,Female,Research Scientist,Single,Alaska,2478,1,Yes,12,4,4,3,1,Bachelors,Entry Level,Medium,Excellent
508,30,No,Sales,2,Technical Degree,Male,Sales Representative,Married,Arkansas,2476,1,No,18,1,1,0,0,College,Entry Level,Medium,Excellent
1878,22,Yes,Research & Development,7,Life Sciences,Male,Research Scientist,Single,Connecticut,2472,1,Yes,23,1,1,0,0,College,Entry Level,Medium,Outstanding
1760,38,No,Research & Development,2,Medical,Female,Laboratory Technician,Married,Utah,2468,4,No,14,9,6,1,0,College,Entry Level,Medium,Excellent
1081,51,Yes,Research & Development,4,Life Sciences,Male,Research Scientist,Married,Texas,2461,9,Yes,12,18,10,0,2,Masters,Entry Level,High,Excellent
430,43,No,Research & Development,10,Life Sciences,Female,Laboratory Technician,Single,New Mexico,2455,0,No,19,9,8,7,1,Masters,Entry Level,Very High,Excellent
227,41,No,Research & Development,14,Life Sciences,Male,Research Scientist,Divorced,West Virginia,2451,4,No,12,13,9,8,1,Bachelors,Entry Level,High,Excellent
1019,22,No,Research & Development,8,Life Sciences,Male,Laboratory Technician,Married,Alabama,2451,1,No,15,4,4,3,1,College,Entry Level,Low,Excellent
1558,29,No,Research & Development,9,Life Sciences,Male,Research Scientist,Married,New Jersey,2451,6,No,18,5,1,0,0,Bachelors,Entry Level,High,Excellent
769,53,No,Research & Development,6,Life Sciences,Male,Laboratory Technician,Single,Minnesota,2450,2,No,17,19,2,2,2,Bachelors,Intermediate,Very High,Excellent
1564,35,No,Research & Development,1,Medical,Male,Laboratory Technician,Single,New Jersey,2450,1,No,19,3,3,0,1,Bachelors,Entry Level,Low,Excellent
1675,38,No,Research & Development,2,Medical,Female,Laboratory Technician,Single,Virginia,2440,1,No,22,4,4,3,3,Bachelors,Entry Level,Medium,Outstanding
1868,29,Yes,Research & Development,24,Life Sciences,Male,Research Scientist,Single,New Mexico,2439,1,Yes,24,1,1,0,1,College,Entry Level,Very High,Outstanding
2038,32,No,Research & Development,2,Technical Degree,Male,Research Scientist,Single,Kansas,2439,1,No,14,4,4,2,1,Bachelors,Entry Level,Low,Excellent
1813,43,No,Research & Development,9,Life Sciences,Male,Research Scientist,Single,Virginia,2438,4,No,13,7,3,2,1,Bachelors,Entry Level,High,Excellent
1767,43,Yes,Research & Development,17,Technical Degree,Male,Research Scientist,Married,North Dakota,2437,9,Yes,16,6,1,0,0,Bachelors,Entry Level,High,Excellent
325,33,Yes,Research & Development,14,Medical,Male,Laboratory Technician,Married,Florida,2436,5,Yes,13,8,5,4,0,Bachelors,Entry Level,Very High,Excellent
2020,44,No,Research & Development,1,Medical,Male,Research Scientist,Single,Arkansas,2436,6,Yes,12,6,4,3,1,Bachelors,Entry Level,Very High,Excellent
1939,32,Yes,Research & Development,5,Life Sciences,Female,Research Scientist,Single,West Virginia,2432,3,Yes,14,8,4,1,0,College,Entry Level,High,Excellent
1554,35,No,Sales,28,Life Sciences,Female,Sales Representative,Married,Oregon,2430,0,No,23,6,5,3,4,Masters,Entry Level,High,Outstanding
14,35,No,Research & Development,16,Medical,Male,Laboratory Technician,Married,North Dakota,2426,0,No,13,6,5,4,0,Bachelors,Entry Level,Medium,Excellent
1017,30,Yes,Research & Development,5,Medical,Female,Laboratory Technician,Single,Indiana,2422,0,No,17,4,3,2,1,Bachelors,Entry Level,Medium,Excellent
952,25,Yes,Sales,19,Marketing,Male,Sales Representative,Married,South Dakota,2413,1,Yes,18,1,1,0,0,College,Entry Level,Medium,Excellent
1604,28,Yes,Research & Development,24,Medical,Male,Laboratory Technician,Married,California,2408,1,Yes,17,1,1,1,0,Bachelors,Entry Level,Medium,Excellent
79,38,No,Research & Development,29,Life Sciences,Female,Laboratory Technician,Single,Texas,2406,1,No,11,10,10,3,9,Doctorate,Intermediate,Very High,Excellent
2012,40,No,Research & Development,1,Life Sciences,Male,Laboratory Technician,Married,Illinois,2406,8,No,19,8,1,0,0,Masters,Entry Level,Very High,Excellent
932,39,Yes,Research & Development,6,Medical,Male,Laboratory Technician,Married,Georgia,2404,7,Yes,21,8,2,2,2,Bachelors,Entry Level,Low,Outstanding
994,29,Yes,Research & Development,10,Life Sciences,Female,Research Scientist,Single,Wisconsin,2404,6,Yes,20,3,0,0,0,Bachelors,Entry Level,Low,Outstanding
1492,35,No,Sales,7,Life Sciences,Male,Sales Representative,Married,Arkansas,2404,1,No,13,1,1,0,0,College,Entry Level,High,Excellent
632,24,No,Sales,24,Medical,Male,Sales Representative,Married,Ohio,2400,0,No,13,3,2,2,2,Bachelors,Entry Level,Very High,Excellent
1783,22,Yes,Research & Development,8,Medical,Female,Laboratory Technician,Married,New Hampshire,2398,1,Yes,17,1,1,0,0,College,Entry Level,Low,Excellent
1405,27,Yes,Research & Development,17,Life Sciences,Female,Research Scientist,Single,Arizona,2394,1,Yes,13,8,8,2,7,Masters,Entry Level,High,Excellent
315,29,Yes,Research & Development,18,Medical,Male,Research Scientist,Single,Washington,2389,1,Yes,13,4,4,3,0,College,Entry Level,Very High,Excellent
1361,40,No,Research & Development,1,Life Sciences,Male,Laboratory Technician,Married,Utah,2387,3,No,22,7,4,2,0,Masters,Entry Level,Medium,Outstanding
918,58,Yes,Research & Development,2,Life Sciences,Male,Laboratory Technician,Divorced,Alabama,2380,9,Yes,14,3,1,0,0,College,Entry Level,Very High,Excellent
1030,50,No,Research & Development,9,Life Sciences,Male,Laboratory Technician,Married,Nevada,2380,4,No,18,8,1,0,0,Bachelors,Entry Level,Very High,Excellent
2021,21,No,Sales,5,Medical,Male,Sales Representative,Single,Maine,2380,1,Yes,11,2,2,2,1,College,Entry Level,Low,Excellent
1850,27,No,Research & Development,5,Life Sciences,Female,Laboratory Technician,Single,South Dakota,2379,0,Yes,14,6,5,4,0,College,Entry Level,Very High,Excellent
930,28,No,Research & Development,9,Medical,Female,Research Scientist,Divorced,Tennessee,2377,5,No,18,6,2,2,2,Bachelors,Entry Level,High,Excellent
1107,26,Yes,Research & Development,21,Medical,Male,Laboratory Technician,Divorced,Kentucky,2377,1,No,20,1,1,1,0,Bachelors,Entry Level,High,Outstanding
1185,35,No,Research & Development,4,Other,Male,Laboratory Technician,Married,Wyoming,2376,1,No,13,2,2,2,2,Masters,Entry Level,Very High,Excellent
394,26,Yes,Research & Development,16,Medical,Male,Laboratory Technician,Divorced,South Carolina,2373,2,Yes,13,5,3,2,0,Masters,Entry Level,Medium,Excellent
1292,42,No,Research & Development,7,Medical,Female,Research Scientist,Married,Montana,2372,6,Yes,16,18,1,0,0,Masters,Intermediate,Medium,Excellent
1308,58,No,Research & Development,23,Life Sciences,Male,Research Scientist,Divorced,Nebraska,2372,1,No,12,2,2,2,2,Masters,Entry Level,High,Excellent
471,32,No,Research & Development,2,Medical,Female,Laboratory Technician,Married,Connecticut,2370,1,No,13,8,8,0,0,Bachelors,Entry Level,Medium,Excellent
164,26,No,Research & Development,6,Other,Female,Research Scientist,Married,Utah,2368,1,No,19,5,5,4,4,Bachelors,Entry Level,Medium,Excellent
1576,48,No,Research & Development,15,Other,Female,Research Scientist,Married,North Dakota,2367,8,No,12,10,8,2,7,Masters,Entry Level,Low,Excellent
1960,28,Yes,Research & Development,17,Technical Degree,Male,Laboratory Technician,Divorced,Maryland,2367,5,No,12,6,4,1,0,Bachelors,Entry Level,Very High,Excellent
848,26,Yes,Research & Development,5,Medical,Female,Research Scientist,Married,Nevada,2366,1,Yes,14,8,8,7,1,College,Entry Level,High,Excellent
1333,44,Yes,Research & Development,3,Life Sciences,Male,Laboratory Technician,Married,Missouri,2362,4,No,12,10,3,2,1,Bachelors,Entry Level,Low,Excellent
1522,29,Yes,Research & Development,1,Technical Degree,Male,Research Scientist,Single,Pennsylvania,2362,6,No,13,11,9,7,0,Masters,Entry Level,Low,Excellent
895,31,No,Research & Development,11,Life Sciences,Male,Research Scientist,Married,Colorado,2356,3,Yes,19,8,6,4,0,Masters,Entry Level,Very High,Excellent
555,34,Yes,Sales,6,Marketing,Female,Sales Representative,Divorced,Kansas,2351,0,No,16,3,2,2,1,College,Entry Level,High,Excellent
206,45,No,Research & Development,9,Life Sciences,Male,Laboratory Technician,Divorced,North Dakota,2348,8,No,18,20,17,9,0,Bachelors,Intermediate,Medium,Excellent
1474,40,No,Research & Development,2,Medical,Male,Research Scientist,Divorced,Hawaii,2345,2,No,14,8,3,1,1,Bachelors,Entry Level,High,Excellent
763,40,No,Research & Development,2,Medical,Female,Research Scientist,Single,Oregon,2342,0,Yes,20,5,4,2,2,College,Entry Level,Very High,Outstanding
878,36,No,Human Resources,8,Life Sciences,Male,Human Resources,Married,Missouri,2342,0,No,21,6,5,4,0,Bachelors,Entry Level,Low,Outstanding
1044,33,No,Sales,8,Life Sciences,Female,Sales Representative,Single,South Carolina,2342,0,No,19,3,2,2,2,College,Entry Level,Very High,Excellent
1792,44,Yes,Research & Development,1,Medical,Male,Research Scientist,Divorced,West Virginia,2342,1,Yes,12,6,5,3,2,College,Entry Level,Medium,Excellent
